@relation unbalanced

@attribute WBN_GC_L_0.25 numeric
@attribute WBN_GC_H_0.25 numeric
@attribute WBN_GC_L_0.50 numeric
@attribute WBN_GC_H_0.50 numeric
@attribute WBN_GC_L_0.75 numeric
@attribute WBN_GC_H_0.75 numeric
@attribute WBN_GC_L_1.00 numeric
@attribute WBN_GC_H_1.00 numeric
@attribute WBN_EN_L_0.25 numeric
@attribute WBN_EN_H_0.25 numeric
@attribute WBN_EN_L_0.50 numeric
@attribute WBN_EN_H_0.50 numeric
@attribute WBN_EN_L_0.75 numeric
@attribute WBN_EN_H_0.75 numeric
@attribute WBN_EN_L_1.00 numeric
@attribute WBN_EN_H_1.00 numeric
@attribute WBN_LP_L_0.25 numeric
@attribute WBN_LP_H_0.25 numeric
@attribute WBN_LP_L_0.50 numeric
@attribute WBN_LP_H_0.50 numeric
@attribute WBN_LP_L_0.75 numeric
@attribute WBN_LP_H_0.75 numeric
@attribute WBN_LP_L_1.00 numeric
@attribute WBN_LP_H_1.00 numeric
@attribute XLogP numeric
@attribute PSA numeric
@attribute NumRot numeric
@attribute NumHBA numeric
@attribute NumHBD numeric
@attribute MW numeric
@attribute BBB numeric
@attribute BadGroup numeric
@attribute Outcome {Active,Inactive}

@data
-2.2506,1.8888,-2.388,2.4304,-2.6882,3.1473,-3.2448,3.9278,-0.7894,1.2251,-1.591,1.9189,-2.398,2.7327,-3.2078,3.5748,-0.9091,1.1488,-1.6774,1.9376,-2.4732,2.7583,-3.2762,3.5934,3.668,87.85,6,6,1,450.329,0,3,Inactive
-2.383,1.3294,-2.5133,2.0568,-2.7629,2.8498,-3.1838,3.6586,-0.7788,1.1457,-1.5662,1.7831,-2.3563,2.5735,-3.1474,3.3884,-0.7255,1.0075,-1.4634,1.8119,-2.2468,2.6305,-3.0352,3.4531,2.301,41.93,1,4,1,275.348,1,0,Inactive
-2.264,1.8975,-2.3893,2.4755,-2.6868,3.2427,-3.2367,4.0715,-0.7967,1.2656,-1.6076,2.0125,-2.4247,2.8649,-3.2447,3.7427,-0.9168,1.0653,-1.7046,1.891,-2.5157,2.7575,-3.333,3.6391,3.424,125.23,8,9,1,482.533,0,2,Inactive
-2.3889,2.3811,-2.5854,2.742,-3.0358,3.4324,-3.6923,4.3188,-0.8543,2.4012,-1.7497,2.674,-2.6567,3.1661,-3.5684,4.0191,-0.9086,1.4315,-1.7702,2.0889,-2.6735,2.9956,-3.5848,3.9316,3.616,56.51,3,5,0,289.165,1,1,Inactive
-2.2857,1.8827,-2.4127,2.4212,-2.6731,3.0719,-3.1009,3.7812,-0.6131,1.2618,-1.2743,1.9868,-1.9557,2.7782,-2.6491,3.5856,-0.9504,0.9312,-1.5813,1.7241,-2.2846,2.5338,-2.9924,3.3487,3.264,119.75,8,5,1,340.445,0,1,Inactive
-2.3844,1.8663,-2.5217,2.3371,-2.7888,3.0328,-3.2573,3.8239,-0.782,1.2631,-1.5763,1.9467,-2.375,2.737,-3.1756,3.5647,-0.9773,1.1057,-1.6724,1.907,-2.4372,2.7302,-3.2178,3.5665,4.932,85.89,13,7,2,466.578,0,2,Inactive
-2.1448,1.8816,-2.2881,2.3151,-2.6115,2.992,-3.1964,3.7925,-0.775,1.5208,-1.565,2.1894,-2.3621,2.9228,-3.1631,3.7226,-0.8596,1.434,-1.5569,2.0467,-2.3121,2.8377,-3.094,3.6749,4.449,80.75,5,8,0,406.394,0,1,Inactive
-2.3935,1.779,-2.516,2.3587,-2.7561,3.1253,-3.2337,3.967,-0.7837,1.521,-1.58,2.2047,-2.3819,3.0371,-3.1868,3.9176,-0.821,1.4342,-1.5392,2.0676,-2.3202,2.9253,-3.1174,3.8163,8.051,112.7,5,5,0,480.611,0,1,Inactive
-1.3387,1.9769,-1.9369,2.3735,-2.7542,2.9161,-3.5952,3.6823,-0.7763,1.5391,-1.5701,2.3752,-2.3811,3.2366,-3.2073,4.1102,-1.0814,1.1415,-1.9112,1.9746,-2.7579,2.8311,-3.6124,3.7021,4.595,83.06,7,5,1,435.973,0,0,Inactive
-2.1448,1.8824,-2.2881,2.3217,-2.611,3.0061,-3.1953,3.8075,-0.7753,1.5208,-1.566,2.1902,-2.3641,2.9259,-3.1662,3.7274,-0.8596,1.434,-1.557,2.0478,-2.3132,2.8398,-3.0968,3.6777,4.449,80.75,5,8,0,406.394,0,1,Inactive
-2.2506,1.8889,-2.388,2.4319,-2.688,3.1542,-3.2392,3.9443,-0.7892,1.5206,-1.5922,2.1871,-2.4018,2.9132,-3.2148,3.7076,-0.9094,1.4338,-1.6786,2.0408,-2.476,2.8205,-3.2812,3.6518,3.588,104.92,7,9,1,416.43,0,3,Inactive
-2.4093,1.231,-2.5298,1.9506,-2.7588,2.7251,-3.1963,3.5173,-0.762,1.1725,-1.5374,1.8063,-2.3175,2.5726,-3.0997,3.3687,-0.828,1.0235,-1.533,1.7925,-2.2899,2.5868,-3.0621,3.39,3.643,38.33,4,3,1,259.349,1,1,Inactive
-1.4761,1.406,-1.8798,1.9317,-2.6827,2.7208,-3.5026,3.544,-0.7746,2.3347,-1.5602,2.4671,-2.3498,3.2497,-3.1414,4.1008,-1.0823,1.1329,-1.9047,1.9427,-2.7364,2.7609,-3.5709,3.584,2.647,78.1,6,6,1,431.961,0,0,Inactive
-1.5399,1.8778,-1.8429,2.3937,-2.391,3.0383,-3.1607,3.7831,-0.8127,1.233,-1.6337,1.8772,-2.4572,2.6662,-3.2819,3.5038,-0.8524,1.0732,-1.5719,1.9007,-2.3697,2.7446,-3.1838,3.5943,4.288,61.69,6,4,2,330.472,1,0,Inactive
-1.913,2.0876,-2.2853,2.496,-2.7901,3.2143,-3.3915,4.1419,-0.8565,1.4127,-1.7293,2.1821,-2.6064,3.0828,-3.4853,4.0189,-0.8283,1.1633,-1.6417,2.0947,-2.5097,3.0456,-3.3852,4.0012,5.231,95.67,4,5,2,439.471,0,0,Inactive
-2.2238,2.2036,-2.3608,2.5336,-2.7776,3.2905,-3.5825,4.1988,-0.8467,2.4013,-1.7296,2.673,-2.626,3.1538,-3.5282,4.0404,-1.0389,1.1501,-1.8382,2.0662,-2.6992,3.0049,-3.5878,3.9511,3.938,91.9,2,4,1,383.329,0,0,Inactive
-2.4003,1.8501,-2.5293,2.3168,-2.7725,3.018,-3.2531,3.8201,-0.7918,1.2363,-1.5969,1.9387,-2.4074,2.7601,-3.2206,3.6102,-0.9483,1.0627,-1.7094,1.8643,-2.507,2.6976,-3.3134,3.5467,2.961,90.93,8,7,1,441.524,0,0,Inactive
-1.3885,2.207,-1.8874,2.5861,-2.5872,3.2826,-3.3659,4.1261,-0.7941,2.4012,-1.6185,2.672,-2.4537,3.1248,-3.2936,3.9269,-0.8839,1.072,-1.6468,1.9673,-2.4708,2.8837,-3.3078,3.8061,2.039,104.45,3,3,2,302.277,0,0,Inactive
-1.499,1.3625,-1.8895,1.9628,-2.6951,2.8229,-3.5335,3.7008,-0.7802,1.5353,-1.5815,2.3659,-2.3989,3.222,-3.2293,4.0907,-1.0867,1.0722,-1.9164,1.9053,-2.7617,2.7666,-3.6148,3.6414,2.09,74.86,4,5,1,336.457,0,0,Inactive
-1.7741,1.6801,-2.2444,2.3897,-2.9305,3.2773,-3.7173,4.2222,-0.8538,1.3686,-1.7269,2.249,-2.6123,3.2078,-3.5052,4.1864,-0.9591,1.3587,-1.7644,2.2922,-2.6367,3.2686,-3.5276,4.2541,2.689,90.33,5,5,1,408.502,0,0,Inactive
-2.2628,1.8717,-2.3829,2.3316,-2.6291,3.0467,-3.075,3.8719,-0.7855,1.2871,-1.5794,2.03,-2.3766,2.8688,-3.1753,3.7349,-0.8738,1.1182,-1.5601,1.9594,-2.2712,2.8242,-3.0069,3.6991,5.264,121.02,9,7,1,468.575,0,0,Inactive
-1.4666,1.5446,-2.0104,2.1325,-2.7786,2.9161,-3.5907,3.7614,-0.7585,2.3346,-1.5351,2.4625,-2.3686,3.0278,-3.2143,3.8967,-1.0774,1.0677,-1.8735,1.8637,-2.7111,2.6956,-3.5612,3.5584,2.179,131.08,5,6,2,398.463,0,1,Inactive
-1.5031,1.4739,-1.9267,2.086,-2.7209,2.9712,-3.5768,3.8973,-0.8486,1.2558,-1.7202,2.0769,-2.5996,2.992,-3.4826,3.9244,-0.8814,1.1767,-1.6654,2.0965,-2.5218,3.0302,-3.3961,3.969,3.716,61.44,2,2,0,324.449,1,0,Inactive
-1.6203,1.2959,-2.0658,2.0623,-2.6942,2.9468,-3.4236,3.8522,-0.7874,2.3347,-1.6002,2.4658,-2.4229,3.0717,-3.2499,3.9774,-1.0549,1.1634,-1.7501,2.0269,-2.5281,2.9345,-3.3294,3.8527,5.9,46.92,1,2,1,440.316,1,2,Inactive
-1.8084,1.6556,-2.0634,2.429,-2.7985,3.3284,-3.6361,4.2645,-0.7737,1.542,-1.6279,2.4008,-2.5098,3.3154,-3.4029,4.2602,-1.11,1.1226,-1.9231,2.0596,-2.7919,3.0188,-3.6777,3.9858,-0.803,147.22,9,7,1,456.59,0,0,Inactive
-2.3987,2.2057,-2.5267,2.5319,-2.7649,3.1556,-3.2188,3.9903,-0.776,2.4015,-1.5582,2.6739,-2.3425,3.1275,-3.1278,3.9441,-0.8599,1.1412,-1.5516,2.0078,-2.2936,2.9005,-3.0619,3.8006,5.03,133.01,4,5,0,558.603,0,0,Inactive
-2.3906,1.881,-2.5174,2.3502,-2.7884,3.1003,-3.4799,3.9656,-0.8391,1.2419,-1.7061,2.0178,-2.5816,2.8975,-3.4605,3.7976,-0.8991,1.1102,-1.7115,1.986,-2.5753,2.8871,-3.45,3.7946,4.066,51.66,5,4,0,342.439,1,0,Inactive
-1.5694,1.6797,-1.8967,2.3707,-2.4304,3.1839,-3.1332,4.0353,-0.8096,1.1951,-1.6379,1.9167,-2.4719,2.7625,-3.3083,3.6304,-0.9408,1.0479,-1.6753,1.8939,-2.4801,2.761,-3.305,3.6347,0.844,135.29,1,7,5,316.265,0,0,Inactive
-1.574,2.2264,-1.9649,2.7496,-2.7306,3.4663,-3.5319,4.264,-0.7793,2.4014,-1.5943,2.6731,-2.4304,3.1195,-3.2775,3.9266,-1.0393,1.1086,-1.8358,1.9462,-2.6781,2.8326,-3.5323,3.7333,4.811,98.36,3,4,1,471.548,0,1,Inactive
-2.3916,1.9771,-2.5177,2.3748,-2.7507,2.9131,-3.1834,3.5747,-0.7615,1.2236,-1.5354,1.8512,-2.3137,2.5856,-3.094,3.3627,-0.8508,1.0218,-1.5405,1.7847,-2.292,2.5716,-3.0609,3.3674,3.856,75.63,10,5,2,307.39,0,0,Inactive
-1.6152,1.2661,-2.1945,2.1368,-2.9462,3.0766,-3.777,4.0374,-0.7939,1.4104,-1.6508,2.3043,-2.5315,3.2601,-3.4218,4.2323,-1.0285,1.304,-1.8134,2.1844,-2.6701,3.1487,-3.5511,4.126,8.132,58.91,5,1,0,357.461,1,0,Inactive
-1.4765,1.4018,-1.8669,1.9976,-2.6689,2.8484,-3.4946,3.7193,-0.6728,1.5364,-1.3462,2.3704,-2.0905,3.23,-2.9129,4.1013,-1.0951,1.0343,-1.9314,1.8126,-2.777,2.6638,-3.6258,3.5347,3.067,111.89,9,5,2,489.501,0,1,Inactive
-2.3988,1.8608,-2.5268,2.3195,-2.7651,2.9904,-3.2749,3.761,-0.7773,1.291,-1.565,2.0155,-2.3586,2.8162,-3.1562,3.6422,-0.9826,1.0603,-1.7139,1.8543,-2.5007,2.6719,-3.2968,3.5025,2.139,93.5,6,6,0,388.489,0,1,Inactive
-1.5605,1.9771,-2.0973,2.395,-2.8244,3.2252,-3.6322,4.1253,-0.7426,1.3802,-1.5881,2.2316,-2.4617,3.1472,-3.345,4.0798,-0.9952,1.1001,-1.8128,2.0166,-2.6809,2.9514,-3.5628,3.8923,0.842,195.96,8,5,2,464.594,0,0,Inactive
-2.3996,1.4447,-2.5324,2.214,-2.8127,3.0583,-3.4247,3.9413,-0.7909,1.3531,-1.6055,2.1742,-2.4295,3.0672,-3.2576,3.9807,-1.0571,1.1106,-1.7598,2.0014,-2.5463,2.9159,-3.3553,3.8385,4.418,74.61,4,5,1,433.508,0,1,Inactive
-2.4001,1.8493,-2.5322,2.3009,-2.7949,3.0108,-3.2922,3.8406,-0.7996,1.224,-1.6158,1.9293,-2.437,2.7654,-3.2604,3.6276,-0.9126,1.09,-1.6887,1.8839,-2.4935,2.7357,-3.3066,3.5999,5.384,73.86,6,6,1,532.475,0,2,Inactive
-2.3935,1.8893,-2.5161,2.4339,-2.7591,3.1602,-3.2667,3.9546,-0.7901,1.2267,-1.5935,1.9298,-2.4026,2.7573,-3.2144,3.6124,-0.9114,1.1093,-1.6825,1.9225,-2.4816,2.7616,-3.2881,3.6148,4.685,87.85,6,6,1,433.504,0,1,Inactive
-2.3985,1.8508,-2.5318,2.3243,-2.7982,3.058,-3.2823,3.8856,-0.7986,1.2382,-1.6135,1.9511,-2.4334,2.7856,-3.2556,3.6475,-0.9479,1.1,-1.7084,1.8909,-2.5073,2.7389,-3.3168,3.6017,3.011,100.16,9,8,1,536.419,0,2,Inactive
-2.3984,1.6568,-2.5259,2.432,-2.7985,3.3347,-3.636,4.2742,-0.7737,1.5423,-1.6279,2.403,-2.5098,3.321,-3.4029,4.2695,-1.1101,1.126,-1.9231,2.0667,-2.7919,3.0295,-3.6777,4,0.51,147.22,7,7,1,490.607,0,0,Inactive
-1.6541,1.6556,-2.2014,2.4238,-3.0057,3.3351,-3.887,4.2876,-0.8176,1.4305,-1.7278,2.3393,-2.6639,3.3069,-3.6094,4.2903,-1.0102,1.1956,-1.8877,2.157,-2.8176,3.1394,-3.7615,4.129,5.281,92.25,5,4,2,427.508,0,0,Inactive
-2.4005,1.4484,-2.5291,2.0997,-2.7647,2.8968,-3.2172,3.7351,-0.7615,1.2921,-1.5361,2.0246,-2.3156,2.8444,-3.0977,3.6916,-0.8768,1.0472,-1.5577,1.8586,-2.2947,2.7084,-3.0615,3.5678,1.488,93.22,4,8,0,484.508,0,0,Inactive
-1.4835,1.5485,-1.8811,2.0938,-2.4919,2.7916,-3.2036,3.5482,-0.7033,1.2628,-1.4549,1.9595,-2.2238,2.7315,-3.0003,3.5258,-1.0174,1.0073,-1.6621,1.7679,-2.3901,2.5567,-3.1517,3.3567,2.987,62.3,6,4,1,343.471,1,0,Inactive
-1.5235,1.3329,-1.997,1.8666,-2.5947,2.5551,-3.2257,3.2991,-0.6395,1.4565,-1.3047,2.1855,-1.9866,2.9556,-2.6785,3.7402,-0.9802,0.8534,-1.6095,1.6294,-2.2994,2.4258,-3.0001,3.2261,1.333,54.26,3,3,0,355.486,0,1,Inactive
-1.6877,1.7575,-2.2783,2.4119,-2.9485,3.2117,-3.6651,4.0719,-0.7568,1.4859,-1.5314,2.3143,-2.3248,3.2095,-3.1329,4.1252,-1.019,1.0816,-1.6876,1.9695,-2.4737,2.8932,-3.2924,3.824,4.189,89.23,8,5,1,501.631,0,0,Inactive
-1.3265,2.0874,-1.8668,2.4956,-2.6235,3.0396,-3.446,3.7776,-0.8129,1.2942,-1.6557,2.0499,-2.5099,2.8944,-3.3695,3.7643,-0.927,1.1367,-1.6815,1.9995,-2.5085,2.8765,-3.3572,3.7593,2.801,75.11,5,3,2,259.309,0,0,Inactive
-2.418,1.8892,-2.5411,2.4324,-2.7789,3.1543,-3.2667,3.9417,-0.7899,1.2258,-1.5932,1.9207,-2.402,2.737,-3.2137,3.5812,-0.9113,1.0622,-1.6825,1.8625,-2.4815,2.6927,-3.2879,3.5373,3.398,87.85,5,6,1,371.433,0,1,Inactive
-2.3824,1.8691,-2.5136,2.2947,-2.7898,3.0511,-3.2963,3.8975,-0.7971,1.5208,-1.6104,2.1905,-2.4297,2.9303,-3.2522,3.7434,-1.0433,1.4336,-1.6351,2.0427,-2.4089,2.8503,-3.2224,3.7093,5.274,65.07,6,8,0,424.453,1,2,Inactive
-2.4163,2.1791,-2.5386,2.7619,-2.7711,3.4771,-3.5314,4.268,-0.7912,1.4518,-1.6053,2.2107,-2.4376,3.0554,-3.2819,3.9317,-1.0392,1.1197,-1.8354,1.9388,-2.6772,2.8139,-3.531,3.7038,3.727,120.92,4,5,1,404.474,0,1,Inactive
-1.8084,1.4037,-1.9591,1.8816,-2.6827,2.5631,-3.5026,3.3834,-0.5307,1.5641,-1.139,2.3992,-1.8665,3.2447,-2.6893,4.0933,-1.0823,0.8069,-1.9047,1.5503,-2.7364,2.3868,-3.5709,3.2329,0.322,87.33,8,7,1,361.508,0,0,Inactive
-2.3549,1.4062,-2.6122,2.0161,-2.9988,2.8629,-3.5226,3.7298,-0.7638,2.3346,-1.5518,2.4669,-2.3602,3.2248,-3.1846,4.0911,-1.0863,1.1158,-1.9149,1.941,-2.7583,2.789,-3.609,3.6517,2.376,96.79,8,5,2,394.468,0,0,Inactive
-1.725,1.3315,-1.9189,2.0057,-2.6887,2.8556,-3.5226,3.7222,-0.7638,2.3347,-1.5518,2.467,-2.3602,3.2247,-3.1846,4.0904,-1.0863,1.114,-1.9149,1.9356,-2.7583,2.7802,-3.609,3.6402,1.764,93.32,6,7,1,440.537,0,0,Inactive
-1.4863,1.9747,-1.8657,2.3839,-2.6454,2.989,-3.4826,3.8207,-0.7668,1.5409,-1.5595,2.3771,-2.372,3.2396,-3.2,4.116,-1.114,1.0718,-1.9452,1.9038,-2.7918,2.7711,-3.6458,3.6548,4.373,143.22,4,8,2,554.709,0,0,Inactive
-2.3988,1.8498,-2.5269,2.2964,-2.7659,2.9715,-3.2444,3.7682,-0.7905,1.2219,-1.5932,1.9196,-2.4011,2.7488,-3.2116,3.6047,-0.9112,1.0652,-1.6835,1.8761,-2.4818,2.7173,-3.2867,3.5725,2.88,92.87,7,5,1,451.588,0,2,Inactive
-1.5304,1.3295,-1.9081,1.9324,-2.6914,2.7799,-3.5267,3.6455,-0.7601,1.5351,-1.5415,2.3644,-2.3437,3.2172,-3.1635,4.081,-1.0863,1.1057,-1.9149,1.9136,-2.758,2.749,-3.608,3.6026,2.977,74.86,6,5,1,392.565,0,0,Inactive
-1.4544,2.2789,-1.9823,2.736,-2.7292,3.5017,-3.5518,4.3748,-0.7686,2.4019,-1.5846,2.6769,-2.4575,3.2639,-3.3477,4.1791,-1.0489,1.1242,-1.8608,2.009,-2.7446,2.9368,-3.6402,3.8771,3.475,113.06,5,6,2,448.332,0,1,Inactive
-1.5303,1.3297,-1.9069,1.9943,-2.6689,2.8457,-3.4946,3.7158,-0.6258,1.5364,-1.3102,2.3701,-2.0904,3.2292,-2.9129,4.1,-1.0951,1.0331,-1.9313,1.8088,-2.777,2.6588,-3.6258,3.5286,2.273,103.1,6,5,1,463.463,0,1,Inactive
-2.3834,1.8494,-2.5264,2.3282,-2.8105,3.1014,-3.2952,3.9284,-0.7977,1.225,-1.6114,1.9324,-2.4302,2.7681,-3.2513,3.6297,-0.9115,1.0042,-1.6894,1.8279,-2.4966,2.6857,-3.3117,3.5535,4.534,83.09,7,7,1,497.632,0,1,Inactive
-2.261,1.8508,-2.3873,2.3146,-2.6379,3.0058,-3.1998,3.798,-0.7913,1.2355,-1.5952,1.9349,-2.4045,2.7537,-3.2163,3.6015,-0.9477,1.1275,-1.7062,1.9322,-2.5009,2.7582,-3.3045,3.5983,4.243,107,9,6,1,478.01,0,1,Inactive
-1.3381,1.9868,-1.8792,2.3883,-2.6824,2.9216,-3.5025,3.54,-0.527,1.5639,-1.1396,2.399,-1.8752,3.2444,-2.6953,4.0932,-1.0824,0.814,-1.9051,1.5514,-2.737,2.3874,-3.5718,3.2338,0.45,86.3,3,6,1,304.412,0,0,Inactive
-2.2458,1.8665,-2.3718,2.3327,-2.6245,3.011,-3.1589,3.7928,-0.8122,1.2614,-1.6306,1.9389,-2.4509,2.728,-3.2722,3.5614,-0.9772,1.0646,-1.6734,1.8878,-2.4438,2.7315,-3.2363,3.5832,3.409,87.66,5,6,3,374.481,0,0,Inactive
-1.4994,1.3624,-1.894,1.9591,-2.6959,2.8181,-3.5349,3.6949,-0.7826,1.5352,-1.5874,2.3656,-2.4079,3.2212,-3.2405,4.0893,-1.0867,1.0722,-1.9163,1.9042,-2.7617,2.764,-3.615,3.6373,1.582,74.86,4,5,1,322.43,0,0,Inactive
-2.3998,2.407,-2.5874,2.8253,-3.0517,3.5492,-3.7191,4.4162,-0.8612,2.4013,-1.7619,2.6749,-2.6737,3.1643,-3.5899,4.021,-0.9522,1.123,-1.8141,2.048,-2.7168,2.9919,-3.6298,3.9417,6.075,48.67,6,3,0,392.373,1,0,Inactive
-1.3262,2.2058,-1.6295,2.5398,-2.2417,3.1074,-3.0135,3.8359,-0.7766,2.4012,-1.5683,2.6711,-2.3671,3.0894,-3.17,3.7399,-0.8587,1.4316,-1.5467,2.0207,-2.3278,2.7777,-3.1269,3.5875,4.514,66.4,6,6,2,306.24,1,1,Inactive
-1.5739,2.1671,-1.9649,2.7467,-2.7305,3.463,-3.5316,4.2619,-0.7739,1.5215,-1.5905,2.2103,-2.4278,3.0417,-3.2758,3.9253,-1.0393,1.4327,-1.8359,2.0456,-2.6783,2.8701,-3.5326,3.7547,5.211,140.73,5,7,1,480.615,0,2,Inactive
-1.8229,1.549,-1.9717,2.097,-2.4893,2.7982,-3.2015,3.5579,-0.7033,1.2632,-1.4549,1.9629,-2.2237,2.7378,-3.0001,3.5348,-1.0175,1.0079,-1.6624,1.77,-2.3902,2.5608,-3.1516,3.3631,2.771,71.53,8,5,1,399.535,0,0,Inactive
-2.4154,1.5694,-2.5368,2.1649,-2.8209,2.9785,-3.586,3.8602,-0.7752,1.3741,-1.5633,2.2103,-2.3578,3.1075,-3.1611,4.0217,-0.9135,1.1181,-1.6591,2.015,-2.4603,2.9328,-3.2777,3.857,5.942,83.87,6,3,1,377.469,0,0,Inactive
-1.774,1.6805,-2.2443,2.3921,-2.93,3.2803,-3.7163,4.2256,-0.8538,1.368,-1.7267,2.2487,-2.612,3.2082,-3.5048,4.1874,-0.9592,1.3591,-1.7645,2.2932,-2.6366,3.2702,-3.5273,4.2564,3.906,68.92,6,3,1,388.471,1,0,Inactive
-1.4861,1.9746,-1.8599,2.3837,-2.4183,2.9798,-3.0869,3.7532,-0.7631,1.2758,-1.5406,1.9818,-2.3237,2.7778,-3.1096,3.6044,-0.9354,1.026,-1.6075,1.8121,-2.347,2.635,-3.122,3.4721,5.656,94.91,3,6,2,491.628,0,0,Inactive
-2.261,2.1769,-2.3875,2.3597,-2.638,3.121,-3.1835,3.9705,-0.7985,1.5215,-1.6144,2.1967,-2.4367,2.9539,-3.2623,3.7856,-0.9485,1.4335,-1.7132,2.0347,-2.5178,2.8227,-3.3336,3.6761,4.096,142.53,10,11,1,532.571,0,2,Inactive
-1.5743,1.7745,-1.9062,2.1574,-2.4615,2.8185,-3.1678,3.6289,-0.7778,1.5204,-1.5665,2.1851,-2.361,2.9022,-3.159,3.6754,-0.9758,1.4335,-1.676,2.0352,-2.4455,2.7998,-3.2274,3.6121,2.289,66.48,2,7,1,329.356,1,2,Inactive
-2.3865,1.8031,-2.5271,2.2715,-2.7964,2.9514,-3.2829,3.7509,-0.7991,1.2199,-1.6064,1.8822,-2.4166,2.6893,-3.2281,3.5342,-0.9459,1.1122,-1.6505,1.9337,-2.4013,2.7748,-3.1824,3.6253,4.046,61.83,8,5,0,408.494,1,1,Inactive
-2.3987,1.4198,-2.5264,2.0068,-2.7637,2.8513,-3.5261,3.7152,-0.7662,1.5353,-1.5565,2.3651,-2.3657,3.2191,-3.1904,4.0844,-1.0867,1.0693,-1.9162,1.8857,-2.7607,2.732,-3.6125,3.5945,1.864,92.88,10,6,2,342.461,0,0,Inactive
-2.3987,1.3515,-2.5265,2.0104,-2.7638,2.8582,-3.5261,3.7241,-0.7662,1.5357,-1.5565,2.3667,-2.3657,3.2222,-3.1904,4.0893,-1.0868,1.0701,-1.9162,1.8886,-2.7607,2.7375,-3.6126,3.6025,1.309,102.55,8,8,1,426.535,0,0,Inactive
-1.4709,1.9835,-1.7851,2.39,-2.2944,2.9446,-2.9125,3.5976,-0.6847,1.4215,-1.3769,2.1358,-2.0749,2.9089,-2.7773,3.7003,-0.8816,0.9455,-1.5637,1.7359,-2.2616,2.5397,-2.9662,3.3469,0.849,120.42,4,4,2,281.337,0,0,Inactive
-2.4,1.3031,-2.5284,2.0651,-2.7729,2.949,-3.4253,3.854,-0.7882,1.3522,-1.6008,2.1711,-2.4233,3.0614,-3.25,3.9722,-1.0566,1.1414,-1.755,2.0122,-2.5351,2.9228,-3.3378,3.8423,5.654,56.15,2,3,1,452.352,1,2,Inactive
-1.3263,2.0872,-1.6413,2.4965,-2.3702,3.0398,-3.1723,3.7083,-0.7969,1.5201,-1.6055,2.1843,-2.419,2.9012,-3.2353,3.674,-0.8631,1.4333,-1.5544,2.0347,-2.3413,2.8101,-3.1515,3.6373,2.925,66.4,2,6,2,274.276,1,1,Inactive
-1.4724,1.2757,-1.7057,2.0103,-2.375,2.8416,-3.1676,3.6962,-0.8094,1.1011,-1.6247,1.8065,-2.4416,2.6646,-3.2593,3.5335,-0.8484,1.0906,-1.549,1.9366,-2.3395,2.7986,-3.1462,3.6659,8.386,63.93,10,4,3,497.764,1,0,Inactive
-1.5298,1.3466,-1.9379,1.9907,-2.7525,2.837,-3.5903,3.7024,-0.7638,2.3346,-1.5523,2.4671,-2.3618,3.2371,-3.1883,4.1071,-1.0811,1.114,-1.9106,1.9367,-2.7572,2.7839,-3.6115,3.6473,1.835,66.07,4,5,0,354.447,1,0,Inactive
-2.3834,1.8504,-2.5264,2.3481,-2.8105,3.1213,-3.2948,3.9513,-0.7978,1.2399,-1.6117,1.9558,-2.4309,2.7913,-3.2525,3.6539,-0.948,1.0015,-1.7111,1.8246,-2.514,2.6833,-3.3274,3.5528,1.897,109.39,9,9,1,487.549,0,0,Inactive
-1.774,1.6804,-2.2443,2.3904,-2.93,3.2765,-3.7163,4.2195,-0.8538,1.3666,-1.7268,2.2449,-2.612,3.2021,-3.5048,4.1792,-0.9591,1.3586,-1.7644,2.2911,-2.6366,3.2662,-3.5273,4.2504,4.618,56.03,5,3,1,365.477,1,0,Inactive
-1.8027,1.4038,-1.9477,1.8825,-2.6826,2.5648,-3.5024,3.3848,-0.5307,1.5643,-1.1385,2.3998,-1.8626,3.2457,-2.6866,4.0947,-1.0823,0.8152,-1.9047,1.5477,-2.7363,2.386,-3.5707,3.2329,0.366,90.57,12,8,1,418.604,0,0,Inactive
-1.4763,1.5464,-1.8026,2.0787,-2.2977,2.7197,-2.8833,3.4035,-0.5638,1.2462,-1.1975,1.8897,-1.8649,2.5944,-2.5462,3.3174,-1.023,0.8425,-1.6542,1.4275,-2.3339,2.1199,-3.0239,2.8443,1.544,87.3,6,6,3,335.448,0,0,Inactive
-1.8185,1.4038,-1.9637,1.8824,-2.6831,2.5669,-3.5032,3.3882,-0.5308,1.5642,-1.1398,2.3997,-1.8713,3.2457,-2.6928,4.095,-1.0823,0.8157,-1.9049,1.5558,-2.7367,2.392,-3.5714,3.2387,0.831,87.33,9,7,1,389.562,0,0,Inactive
-1.473,2.0875,-1.9829,2.4923,-2.5829,3.0827,-3.2175,3.7946,-0.7746,1.4669,-1.5612,2.2167,-2.3527,3.0097,-3.1466,3.8195,-0.9805,1.0658,-1.6149,1.869,-2.3253,2.6926,-3.0822,3.5255,2.897,97.11,5,4,2,400.866,0,1,Inactive
-1.4761,1.4058,-1.8799,1.9055,-2.6829,2.6557,-3.5029,3.4736,-0.7669,2.3346,-1.5391,2.4664,-2.314,3.2495,-3.0904,4.1004,-1.0823,1.1081,-1.9048,1.905,-2.7366,2.7081,-3.5712,3.5174,2.809,78.1,10,6,1,427.586,0,0,Inactive
