@relation 'Reuters-21578 Corn ModApte Train-weka.filters.unsupervised.attribute.NumericToBinary-weka.filters.unsupervised.instance.RemoveFolds-S0-N5-F1'

@attribute Text string
@attribute class {0,1}

@data
'THAI COFFEE EXPORTS RISE IN 1986 Thai coffee exports rose to 22,068\ntonnes in 1986 from 20,430 a year earlier, the Customs\nDepartment said.\n REUTER\n&#3;',0
'SOUTH KOREAN MONEY SUPPLY RISES IN FEBRUARY South Korea\'s M-2 money supply rose 0.39\npct to 33,992.0 billion won in February from 33,858.4 billion\nin January, when it fell a revised 0.04 pct from December,\nprovisional Bank of Korea figures show.\n    The February figure was up 18.89 pct from a year earlier.\n    M-1 money supply rose 4.13 pct to 8,492.1 billion won in\nFebruary from January, when it fell 7.82 pct from December. The\nFebruary figure marked a year-on-year rise of 18.45 pct.\n    The bank previously said M-2 fell 0.06 pct in January.\n REUTER\n&#3;',0
'PAKISTAN\'S FOREIGN EXCHANGE RESERVES FALL Pakistan\'s foreign exchange reserves\nfell to 8.43 billion rupees in February from 8.96 billion in\nJanuary, compared with 12.97 billion in February 1986, the\nState Bank of Pakistan said.\n    The bank gave no reason for the fall but local bankers said\nbig import bills had affected the reserves.\n    The Federal Bureau of Statistics has not yet released last\nmonth\'s import and export figures.\n REUTER\n&#3;',0
'THAILAND REDUCES MAIN RICE CROP PROJECTION Thailand\'s main paddy crop is expected\nto fall to 15.4 mln tonnes in the 1986/87 (Nov/Oct) season from\na previous 15.68 mln estimate in November and an actual 17.35\nmln a year ago, the Thai Rice Mills Association said.\n    It said a joint field survey late last month by the\nassociation, the Commerce Ministry and the Bank of Thailand\nindicated that paddy output in Thailand\'s northeast region is\nlower than expected because of a drought in several provinces.\n    The association said rice growing areas in Nakhon\nRatchasima, Chaiyaphum, Khon Kaen and Mahasarakam were\nespecially affected by low rainfalls in the second half of\n1986.\n    It said last November that the drought reduced total\nnational areas sown with paddy to some 8.25 mln hectares this\nyear, down from 8.84 mln a year ago.\n    The main crop represents about 85 pct of Thailand\'s paddy\noutput.\n REUTER\n&#3;',0
'HOECHST GROUP PRE-TAX PROFIT FALLS IN 1986 Hoechst AG &lt;HFAG.F> said its group\npre-tax profit in 1986 would be slightly lower than the 3.16\nbillion marks posted in 1985, while parent company pre-tax\nprofits rose slightly from the 1.62 billion in 1985.\n    Group turnover fell slightly to 38 billion marks from 42.72\nbillion in 1985, and parent company turnover fell to around 14\nbillion marks from 15.35 billion, the company said in a\nstatement.\n REUTER\n&#3;',0
'BHP TO FLOAT GOLD UNIT WITH ONE-FOR-THREE ISSUE The Broken Hill Pty Co Ltd &lt;BRKN.S>\n(BHP) said it plans a renounceable one-for-three issue of\nrights to float a new company, &lt;BHP Gold Mines Ltd> (BHPGM),\nwhich will hold most of BHP\'s gold interests.\n    In a statement BHP said the 25-cent par rights would be\npriced at 50 cents for 430 mln of the BHPGM shares on offer.\nBHP will subscribe for the remaining 540 mln shares, or 56 pct\nof issued capital, on the same terms.\n    BHPGM will pay 440 mln dlrs for BHP\'s gold interests,\nexcluding its stake in Papua New Guinea\'s &lt;Ok Tedi Mining Ltd>\nand those interests held by BHP\'s &lt;Utah International Inc>.\n    The BHP statement said the issue will be made to\nshareholders registered on March 27. It opens April 4 and\ncloses April 29, and is underwritten by &lt;J.B. Were and Son>.\nRights will be traded on Australian stock exchanges from March\n23 to April 22, and the new shares will be quoted from June 4.\n    BHP said the new company will be one of Australia\'s larger\ngold producers, with annual output exceeding 170,000 ounces. It\nsaid there are plans to boost production to 300,000 ounces by\nthe early 1990s. BHPGM\'s portfolio will include several\nAustralian mines -- 30 pct of Telfer, 100 pct of Ora Banda and\nBrowns Creek and 20 pct of the new Boddington development.\n    The statement said BHPGM would also hold BHP\'s 45 pct stake\nin the Coronation Hill Property in the Northern Territory, and\nits 55 pct stake in a new venture near Gympie, Queensland.\n    BHPGM chairman-designate John Gough said it was a quality\ngold stock.\n    \"The diversity and depth of BHP Gold\'s portfolio ... Give\nthe company a sound foundation in current gold production and\nan exciting potential for growth,\" he said.\n REUTER\n&#3;',0
'HK BANK EXPECTED TO POST 10 TO 13 PCT PROFIT RISE The Hongkong and Shanghai Banking Corp\n&lt;HKBH.HK> is likely to show a rise in profit of between 10 and\n13 pct for 1986, reflecting stronger than expected loan growth,\nshare analysts polled by Reuters said.\n    Their estimates of the bank\'s net earnings for last year\nranged from 2.99 to 3.1 billion H.K. Dlrs. Results will be\nannounced on Tuesday. The 1985 net profit was 2.72 billion.\n    They forecast a final dividend of 29 cents for a total of\n42 cents for the year against 38 cents in 1985, adjusted for a\none-for-five bonus issue.\n    Analysts said they expected the bank to recommend a bonus\nissue this year, probably one for three or one for five.\n    The bank\'s 61.5 pct subsidiary Hang Seng Bank Ltd &lt;HSGH.HK>\nis to report its 1986 results on Friday.\n    Analysts expect Hang Seng to announce net profit of more\nthan one billion dlrs for the first time, an increase of 10 to\n12 pct.\n    They expect Hang Seng to pay a final dividend of 1.37 dlrs\nfor a total of 1.75 dlrs for the year against 1.60 in 1985.\n    Analysts said that while the use of undisclosed inner\nreserves by banks here makes forecasting very imprecise,\nHongkong Bank benefited from the unexpected strength of the\nHong Kong economy in 1986, when gross domestic product grew by\nnearly nine pct against an initial forecast of 4.5 pct.\n    \"They benefited considerably from the pickup in loan demand,\nas their loan portfolio is well balanced,\" an analyst at Mansion\nHouse Securities (F.E.) Ltd said.\n    Government figures show that total loans and advances rose\nby 13.8 pct in 1986, compared with a 4.5 pct increase in 1985.\n    Loans to finance Hong Kong\'s visible trade, the mainstay of\nthe local economy, rose by 15.1 pct against a decline of five\npct in 1985.\n    Low interest rates also helped the bank. Interest received\non loans was low, with the prime rate at 6.5 pct at end-1986,\nbut interest paid on savings was two pct. Hongkong Bank and\nHang Seng Bank control half of all deposits in the banking\nsystem, giving them access to a large base of low-cost funds.\n    The strength of the real-estate market was another major\nincome source for the bank group. Loans to finance property\ndevelopment and instalment mortgages rose sharply.\n    \"The Hongkong Bank group is still the leader in mortgage\nbusiness despite tough competition from the Bank of China group\nand other foreign banks,\" one analyst said.\n    The high level of activity on the capital and equities\nmarkets in 1986 contributed to a sharp improvement in Hongkong\nBank subsidiaries Wardley Ltd &lt;WAIA.HK> and &lt;James Capel and\nCo>, analysts said. \"Wardley had a tremendous year acting as\nfinancial adviser and underwriter,\" an analyst said.\n    Wardley was underwriter for last year\'s billion-dlr\nflotation of &lt;Cathay Pacific Airways Ltd>, of which Hongkong\nBank owned 30 pct at the time.\n    The bank\'s stake has since been cut to 16.4 pct in return\nfor 1.57 billion dlrs. It also sold its entire 48.8 pct stake\nin &lt;South China Morning Post Ltd>, the larger of two\nEnglish-language daily newspapers here, for 1.18 billion dlrs.\n    The proceeds will go to reserves for acquisitions and will\nnot show up in the profit and loss accounts, analysts said.\n    Analysts said the bank had also been helped by a reduced\nneed to write off bad debts. \"The need for provisions was much\nlower than the year before,\" said Tony Measor of Hong Leong\nSecurities Co Ltd. \"Last year\'s profits should have been 2.8 to\n2.9 billion dlrs if not for the huge provisions.\"\n    Former Hongkong Bank chairman Michael Sandberg said the\nbank wrote off hundreds of millions of dollars against its\nshipping exposure in 1985. Lesley Nickolds of County Securities\nAsia Ltd said she saw no major shipping writeoffs in 1986. She\nforecast profit of 2.99 billion dlrs.\n    The bank\'s Latin American exposure, mainly through its\n51-pct owned Marine Midland Banks Inc &lt;MM>, appears to have\nimproved substantially, analysts said. Marine Midland\'s 1986\nfourth-quarter loan-loss provisions fell to 44.1 mln U.S. Dlrs\nfrom 89.2 mln a year before. Its 1986 net profit rose to 145\nmln U.S. Dlrs from 125 mln in 1985.\n REUTER\n&#3;',0
'HUGHES TOOL DIRECTORS REJECT MERGER WITH BAKER The directors of Hughes Tool Co\n&lt;HT> said they would recommend to shareholders that they reject\na merger with Baker International Corp &lt;BKO> today.\n    Hughes vice-president Ike Kerridge said the recommendation\nwould be put to shareholders at a meeting scheduled for 10 A.M.\nLocal time (1600 GMT) to discuss the proposed merger.\n    Kerridge said the board met yesterday to discuss the merger\nbut decided against it.\n    The Hughes board objected to a U.S. Department of Justice\nrequirement that Baker sell off several specialised\nsubsidiaries in businesses related to oil-drilling.\n    The Hughes board last week indicated that it might cancel\nthe merger because of the Department of Justice requirement.\n    The board of directors of the California-based Baker had\napproved the merger. On February 17 Baker said it had signed an\nagreement to sell one of the subsidiaries.\n    The companies had been given until April 22 to comply with\nthe Justice Department requirement, Kerridge said.\n REUTER\n&#3;',0
'CANON INC (CANN.T) YEAR ENDED DECMEBER 31 Group shr 18.34 yen vs 58.72\n    Net 10.73 billion yen vs 37.06 billion\n    Pretax 27.76 billion yen vs 84.78 billion\n    Operating 30.06 billion yen vs 88.81 billion\n    Sales 889.22 billion vs 955.78 billion\n    Note - The company attributed the profit fall largely to\nthe yen\'s appreciation during the period. Domestic sales rose\n0.4 pct to 274.17 billion yen from a year earlier while exports\ndeclined 9.9 pct to 615.04 billion.\n REUTER\n&#3;',0
'NEW CURRENCY PROBLEM SEEN AMONG U.S, EUROPE, JAPAN The highly visible drama involving the\nyen\'s sharp rise against the U.S. Dollar is obscuring the fact\nthat the Japanese currency has hardly budged against major\nEuropean currencies, thus creating a new set of exchange rate\ndistortions, Japanese and European research officials said.\n    The officials, looking beneath the rhetoric of statements\nby the Group of Five (G-5) industrial nations, told Reuters the\ncurrency movements of the past two years are also creating a\nfundamentally new world trade picture, which is throwing up new\ntrade tensions and imbalances.\n    Trade figures show that the new currency alignments are\nalready changing the Japan-U.S. Trade axis into a Japan-\nEuropean Community (EC) axis, to the discomfort of Europe.\n    In many ways, not least in terms of rare international\ncooperation, the September, 1985 New York Plaza pact between\nthe U.S., Japan, West Germany, Britain and France to cut down\nthe value of the dollar was a historic one.\n    But it is the underlying peaks and troughs of the major\ncurrency movements which lay bare the real picture, in which\nthe Plaza pact appears as an event of prime importance, but not\nnecessarily central significance, the officials said.\n    The officials said that when the Plaza agreement took\nplace, the dollar was already on its way down. The agreement\nsimply helped it on its way. Senior EC financial expert in\nTokyo Tomas de Hora has watched the movements closely.\n    \"You have to look at the dollar\'s peak compared with now,\nand that was well before Plaza,\" he said.\n    On February 25, 1985, the dollar peaked against the yen at\n263.15 yen. On September 20, the Friday before Plaza, it was\n242. Since then, despite massive Bank of Japan intervention and\nperiodic market frights about further G-5 concerted action, the\ndollar trend has been down, down, down.\n    Yet the ECU is now around 173.4 yen. The historical cross\nrates for sterling and the mark tell much the same story. The\nEuropean currencies are moving back up against the yen.\n    The close relationship between exchange rates and trade\nflows makes it difficult to see which is driving which, but\nundoubtedly the trade equation between the big three is\nchanging. In 1986, Japanese imports and exports with the EC\nboth grew by around 50 pct in dollar terms, five pct in yen.\nThis gave Japan a 16 billion dlr trade surplus.\n    Last January, Japanese exports to the EC totalled half of\nof sales to the U.S, against about a third in recent years.\n    Trade with the U.S in 1986 rose 23 pct for exports and 12\npct for imports in dollar terms, but fell 13 pct for exports\nand 21 pct for imports in yen terms.\n    \"The basic meaning for Europe is that Japanese firms have a\ntremendous interest in exporting to Europe, where every unit\nsold maximises profits in yen terms, which is what is important\nto them. Suddenly, instead of the U.S., It is Europe that is\nlaying the golden egg,\" said de Hora.\n    The EC is worried. EC business also had a remarkable year\nin Japanese sales, but this can be explained partly due to its\nstart from a small base, compared with total Japan-U.S. Trade.\n    The Japanese think EC firms are now more competitive than\nU.S. Firms, a factor which is aggravating the exchange rate\nimbalance, and which will cause problems.\n    \"This currency alignment between Japan and the EC is\nreflecting the excellent performance of the EC countries. But\ntherefore, Japanese goods may keep their price competitive\nedge,\" said Azusa Hayashi, Director of the First International\nEconomic Affairs Division of the Foreign Ministry. \"If you want\nmy objective view, I don\'t expect a drastic improvement in our\ntrade imbalance. Last year, we asked for moderation in exports,\nand this year we may have to do so again,\" he said.\n REUTER\n&#3;',0
'THAI TIN EXPORTS RISE IN JANUARY Thailand exported 1,816 tonnes of tin\nmetal in January, up from 1,731 in December and 1,330 a year\nago, the Mineral Resources Department said.\n    It said major buyers last month were Singapore, Japan,\nBritain, the Netherlands, Malaysia and the U.S.\n REUTER\n&#3;',0
'U.K. MONEY MARKET OFFERED EARLY ASSISTANCE The Bank of England said it had invited\nan early round of bill offers from the discount houses. The\nBank forecast the shortage in the system today at around 1.15\nbillion stg.\n    Among the main factors affecting liquidity, bills maturing\nin official hands and the take-up of treasury bills will drain\nsome 732 mln stg and exchequer transactions some 245 mln. In\naddition, bankers\' balances below target and a rise in note\ncirculation will drain a further 135 mln stg and 30 mln stg\nrespectively.\n REUTER\n&#3;',0
'BELGOLUX TRADE MOVES INTO SURPLUS IN 1986 The Belgo-Luxembourg Economic Union\n(BLEU) moved into a narrow trade surplus of 4.7 billion francs\nin 1986 after a 140.4 billion franc deficit in 1985, figures\ngiven by a spokesman for the National Statistics Institute\nshow.\n    He said imports fell last year to 3,061.8 billion francs\nfrom 3,304.1 in 1985 while exports were also lower at 3,066.6\nbillion francs against 3,163.7 billion.\n    In December, the BLEU had an 11.9 billion franc trade\nsurplus after a 10.9 billion franc surplus in November and a\n2.3 billion franc surplus in December 1985.\n REUTER\n&#3;',0
'SPAIN RAISES BANKS\' RESERVE REQUIREMENT The Bank of Spain said it raised the\nreserve requirement for banks and savings banks to 19 pct of\ndeposits from 18 pct to drain excess liquidity which threatened\nmoney supply and inflation targets.\n    In a statement issued late last night, the central bank\nsaid the measure would take effect from March 13.\n    \"In recent weeks, there has been excess liquidity in the\nSpanish economy which, if not controlled, would threaten the\nmonetary and inflation targets set by the government,\" the\nstatement said.\n    Banking sources said the measure would drain about 200\nbillion pesetas from the system. The maximum reserve\nrequirement allowed by law is 20 pct.\n    The move follows a half-point increase yesterday in the\nBank of Spain\'s key overnight call money rate, which now stands\nat 13.5 pct. At today\'s auction, however, the bank left the\nrate unchanged.\n    Spain\'s principal measure of money supply, the broad-based\nliquid assets in public hands (ALP), grew at annualised rate of\n8.3 pct in January compared with 11.4 pct during the whole of\n1986 and a target of eight pct for 1987.\n    Banking sources said that although the January money supply\nfigures were good, compared with annualised rates of 13.9 pct\nin December and 10.2 pct in January 1986, ALP growth appeared\nto have accelerated in February, raising government concern.\n    Regarding inflation, recent figures have suggested that\nprices were under control.\n    Secretary of State for Trade, Miguel Angel Fernandez\nOrdonez, said this week that the annualised inflation rate for\nFebruary, not yet officially announced, fell to 5.5 pct from\nsix pct in January, compared with inflation of 8.3 pct during\n1986 and a government target of five pct for this year.\n REUTER\n&#3;',0
'INDIA AND JAPAN TO DISCUSS IRON ORE PRICES The state-owned Minerals and Metals\nTrading Corp will send a team to Japan next week to negotiate\nan iron ore export contract for 1987/88 beginning April 1,\ntrade sources said.\n    Japan, the biggest buyer of Indian iron ore with imports of\naround 23 mln tonnes a year, has asked India to reduce prices\nfrom the current average of 18 dlrs a tonne, the sources said.\n    \"Japan has said it may be forced to reduce ore imports from\nIndia next year if New Delhi fails to reduce the price,\" one\nsource said, but declined to give further details.\n REUTER\n&#3;',0
'TAIWAN FOREIGN EXCHANGE RESERVES HIT NEW HIGH Taiwan\'s foreign exchange reserves hit a\nnew high of more than 51 billion U.S. Dlrs on March 4, compared\nwith 50 billion in mid-February and 25.1 billion a year\nearlier, the central bank said.\n    Bank governor Chang Chi-Cheng told reporters the increase\ncame mainly from the bank\'s purchases of more than one billion\nU.S. Dlrs on the local interbank market between February 18 and\nMarch 4.\n    He said the rise showed signs of slowing, however, because\nTaiwan has liberalised import policy and expects its trade\nsurplus to decline over the next few months as a result.\n    Chang declined to predict how high the reserves might rise,\nbut local economists have forecast they will hit 60 billion\nU.S. Dlrs by the end of 1987.\n    In January, Taiwan reduced import tariffs of up to 50 pct\non some 1,700 foreign products. It had been under growing U.S.\nPressure to cut its 1986 record 13.6 billion dlr trade surplus\nwith the U.S. Taiwan\'s 1985 surplus with the U.S. Was 10.2\nbillion, according to official statistics.\n    Wang Chang-Ming, Vice Chairman of the Council for Economic\nPlanning and Development, told Reuters the government is\nplanning another round of deep tariff cuts in the second half\nof this year.\n    The reserves could support imports of more than two years\nfor Taiwan, compared with about three months for Japan and the\nU.S.\n REUTER\n&#3;',0
'BELGIAN ECU COIN ISSUE PRICED, SALE DATE SET A limited Belgian issue of silver Ecu\ncoins with a face value of five Ecus will go on sale from March\n23 at a price of 500 Belgian francs each, a Finance Ministry\nspokesman said.\n    Gold Ecu coins with a face value of 50 Ecus will be sold\nfrom the same day. The spokesman told Reuters the price for\nthese would be fixed just before they go on sale but was likely\nto be between 8,500 and 9,000 francs.\n    At least two mln silver coins and several hundreds of\nthousands of the gold coins will be minted, he said. They will\nbe sold both in Belgium and abroad.\n    The coins will be the first ever denominated in the Ecu,\nthe \"basket\" comprised of the 12-nation European Community\'s\ncurrencies except the Spanish peseta and the Portuguese escudo.\n    The issue is being made to mark the 30th anniversary of the\nEC\'s founding Treaty of Rome this month. Finance Minister Mark\nEyskens, who currently presides over the EC\'s council of\neconomic and finance ministers, has called the issue a\npolitical act of symbolic value which aimed to make the\nCommunity\'s goal of monetary integration more concrete.\n    The coins will be legal tender in Belgium but most demand\nis expected to come from coin collectors.\n REUTER\n&#3;',0
'U.K. MONEY MARKET GIVEN 17 MLN STG EARLY HELP The Bank of England said it provided just\n17 mln stg assistance to the money market in response to an\nearly round of bill offers.\n    Earlier, the Bank had estimated the shortage in the system\ntoday at around 1.15 billion stg.\n    The central bank purchased bills for resale to the market\non April 2 at an interest rate of 10-15/16 pct.\n REUTER\n&#3;',0
'FIRS SLIGHTLY RAISES EC BEET SUGAR OUTPUT ESTIMATE The French sugar market intervention\nboard, FIRS, raised its estimate of 1986/87 beet sugar\nproduction in the 12-member European Community to 13.76 mln\ntonnes white equivalent in its end-February report from 13.74\nmln a month earlier.\n    Its forecast for total EC sugar production, including cane\nand molasses, rose to 14.10 mln tonnes from 14.09 mln.\nPortugal, which joined the Community in January 1986, was\nestimated at 12.75 mln tonnes white equivalent, unchanged from\nthe previous forecast and compared with 12.41 mln tonnes for\n1985/86.\n    Production for the current campaign in Spain was higher\nthan reported last month at 1.03 mln tonnes compared with\n997,000 tonnes.\n    Beet sugar production, expressed as white equivalent, was\nestimated at 3.44 mln tonnes in France, 3.17 mln tonnes in West\nGermany, 1.72 mln in Italy, 1.30 mln in Britain, 1.22 mln in\nthe Netherlands, 936,000 tonnes in Belgium/Luxembourg, 499,000\nin Denmark, 287,000 in Greece, 183,000 in Ireland and 4,000 in\nPortugal.\n REUTER\n&#3;',0
'PAPUA NEW GUINEA PLANS RESOURCES INVESTMENT AGENCY The Papua New Guinea Government\nwill establish a public corporation to invest in resources\nprojects, Minerals and Energy Minister John Kaputin said.\n    \"We intend to provide a means through which less privileged\nindividuals can become part owners and beneficiaries from the\ndevelopment of mining and petroleum projects,\" he told\nParliament.\n    Existing policy allowing the state up to 30 pct equity in\nmajor mining projects and 22.5 pct in oil and gas projects\nwould be maintained, he said. The planned agency could take\nover the state\'s equity in current developments.\n    Kaputin said Papua New Guinea was experiencing a boom with\nexploration companies spending about 60 mln kina annually on\nabout 150 mining and 23 petroleum projects.\n    \"The Government is determined to ensure that Papua New\nGuinean ownership in minerals and petroleum projects increases\nin an orderly way,\" he said.\n    Kaputin did not say when the corporation would be\nestablished or exactly what form it would take, but said the\ngovernment would study whether it should be directly involved\nin exploration or development.\n REUTER\n&#3;',0
'NIGERIAN CURRENCY FIRMS AT LATEST AUCTION The Nigerian naira firmed 2.6 pct against\nthe dollar after 17 banks were disqualified from bidding at\ntoday\'s weekly foreign exchange auction, the central bank said.\nThe naira finished at 3.8050 to the dollar, against 3.9050 last\nweek.\n    Only 38.39 mln dlrs of the 50 mln dlrs on offer was sold,\nwith all 27 bidding banks successfully obtaining hard currency.\n    The effective rate, including a central bank levy, for\ntransactions in the coming week, was 3.8241 against 3.9246 last\nweek.\n    The failure to sell the whole allocation was due to the\ncentral bank\'s unprecedented disqualification of 17 banks as\npunishment for inadequate documentation in previous\ntransactions.\n    Banks are required to submit proof that their bids are\nbased on valid commercial transactions and the central bank has\ncomplained in the past that many are failing to produce the\nright paperwork within the specified time.\n REUTER\n&#3;',0
'U.S. TELLS JAPAN TO DO MORE TO CUT TRADE SURPLUS U.S. Undersecretary of State for Economic\nAffairs Allen Wallis said he had urged Japan to do much more to\nreduce its large trade surplus with the United States.\n    \"Our central message to Japan this week was that while we\nhave made progress in some areas, much needs to be done,\" he\ntold a press conference after three days of talks.\n    \"What we need is a resolution of trade issues, we need\nvisible efforts to restructure the economy to encourage more\nimports and we need greater domestic-led growth.\"\n    Forecasting sluggish economic growth in Japan this year,\nWallis urged Tokyo to stimulate domestic demand to help reduce\nits trade surplus, which hit a record 83 billion dlrs in 1986.\n    He named several areas of particular concern to Washington\n-- computer microchips, supercomputers, Kansai airport,\nagricultural products and car telephones.\n    He warned that the U.S./Japan agreement governing trade in\nsemiconductors was in jeopardy. Despite the pact, Japanese\nproducers are still dumping microchips in foreign markets other\nthan the United States while U.S. Penetration of the Japanese\nmarket has not increased, he said.\n REUTER\n&#3;',0
'TAIWAN BUYS 60,000 TONNES OF U.S. MAIZE The joint committee of Taiwan\'s maize\nimporters has awarded contracts to two U.S. Companies to supply\ntwo shipments of maize, totalling 60,000 tonnes, a committee\nspokesman told Reuters.\n    Continental Grain Co of New York received the first 30,000\ntonne cargo contract, priced at 93.86 U.S. Dlrs per tonne,\nwhile Peavey Co of Minneapolis won the second shipment, also\n30,000 tonnes, at 93.36 dlrs per tonne.\n    Both shipments are c and f Taiwan and are set before March\n16, the spokesman said.\n REUTER\n&#3;',1
'GERMAN ECONOMIC OUTLOOK SEEN FAIRLY BRIGHT The outlook for the West\nGerman economy is relatively bright, with gross national\nproduct expected to expand by three pct this year, Kiel\nUniversity\'s Institute for World Economy said.\n    The GNP forecast by the institute, one of five leading\neconomic research bodies in West Germany, is more optimistic\nthan that of the other institutes, some of which have recently\nreduced their GNP forecasts to between two and 2.5 pct.\n    In a report the Kiel institute said West Germany\'s export\noutlook has not deteriorated fundamentally despite the mark\'s\nstrength against the dollar and other major currencies.\n    \"The danger that exports will slump in 1987 appears, all in\nall, limited,\" the report said. \"On the contrary, a slight rise\nin exports can be expected.\"\n    The institute said past experience has shown West German\nexporters will move to counterbalance currency factors by\ncutting costs, trying to penetrate new markets and adjusting\ntheir product ranges.\n    They will be aided in 1987 by an expected slight rise in\neconomic growth in industrial countries. At the same time, the\ndecline in exports to oil producing countries looks set to slow\nthis year.\n    West German GNP growth in 1987 will be led by renewed\nadvances in domestic consumption and investment spending, both\nof which will in turn be buoyed by an expansionary monetary\npolicy, the institute said.\n    However, it said the labour market would see only a slight\nimprovement because companies will be reluctant to hire\nadditional workers due to higher labour costs caused partly by\nagreed reductions in working hours.\n    The institute cautioned that the expansionary stance of\nmonetary policy in West Germany was likely to bring a marked\nacceleration of inflation.\n    It also warned that what it called the worldwide\nsynchronization of monetary policy heightened the risk of a new\nglobal recession. It said central banks in industrialized\ncountries, including the Bundesbank, had followed the Federal\nReserve Board\'s expansionary course.\n    The institute said this in turn was bound to lead\neventually to a rise in worldwide inflation and a shift in U.S.\nPolicy towards a more restrictive policy. Other central banks\nwere likely to follow suit, causing a recession that could\naggravate the debt crisis of developing countries as well as\nincrease protectionism around the world.\n    Although Germany cannot entirely shield itself from the\nnegative effects of the global synchronization of monetary\npolicy, it should do all it can to strengthen the forces of\ngrowth at home.\n    The institute said this could be done by ensuring that\nfiscal policy fosters a willingness to work and invest. Taxes\nshould be cut by a greater amount than currently planned, and\nwage increases in 1987 and 1988 should be markedly lower than\nin 1986. It also said the Bundesbank should reduce inflationary\npressures by cutting the current rate of growth in money supply\nto about four pct.\n REUTER\n&#3;',0
'CREDITOR BANKS MAY BUY INTO SINGAPORE COFFEE FIRM The nine creditor banks of the\nSingapore coffee trader &lt;Teck Hock and Co (Pte) Ltd> are\nthinking of buying a controlling stake in the company\nthemselves, a creditor bank official said.\n    Since last December the banks have been allowing the\ncompany to postpone loan repayments while they try to find an\noverseas commodity company to make an offer for the firm.\n    At least one company has expressed interest and\nnegotiations are not yet over, banking sources said.\n    However, the banks are now prepared to consider taking the\nstake if they find an investor willing to inject six to seven\nmln dlrs in the company but not take control, the banking\nsources said.\n    Teck Hock\'s financial adviser, Singapore International\nMerchant Bankers Ltd (SIMBL), will work on the new proposal\nwith the creditor banks, they said.\n    Major holdings are likely to be held by the two largest\ncreditor banks, Standard Chartered Bank &lt;STCH.L> and\nOversea-Chinese Banking Corp Ltd &lt;OCBM.SI>, they added.\n    Teck Hock owes over 100 mln Singapore dlrs and the creditor\nbanks earlier this week agreed to let Teck Hock fufill\nprofitable contracts to help balance earlier losses.\n    The nine banks are Oversea-Chinese Banking Corp Ltd, United\nOverseas Bank Ltd &lt;UOBM.SI>, &lt;Banque Paribas>, &lt;Bangkok Bank\nLtd,> &lt;Citibank NA>, Standard Chartered Bank Ltd, Algemene Bank\nNederland NV &lt;ABNN.AS>, Banque Nationale De Paris &lt;BNPP.PA> and\n&lt;Chase Manhattan Bank NA.>\n REUTER\n&#3;',0
'U.K. 4TH QTR TRADE DEFICIT 2.6 BILLION STG, CURRENT ACCOUNT DEFICIT 760 MLN - OFFICIAL\n ',0
